date,SPY Buy & Hold,Equal Weight Universe,Top-k Momentum,Top-k Vol-Adjusted Momentum,Ridge Predicted Return,Gradient Boosting Predicted Return
2016-03-23,1.0552704820018408,1.0402401046292513,1.0091005181091035,1.0091005181091035,1.053657916488631,1.0646427070451885
2016-03-24,1.0548030374266104,1.0390103977704508,1.0082737466158416,1.0082737466158416,1.0512478818203177,1.0649555657137404
2016-03-28,1.0554260786758125,1.0409948651241785,1.0096933515055941,1.0096933515055941,1.0530792622620495,1.0660602008258746
2016-03-29,1.0651890219065905,1.05684571950596,1.0225702107643366,1.0225702107643366,1.0657402727652998,1.086516703268757
2016-03-30,1.0698627195979622,1.057247555304825,1.0157127556984296,1.0157127556984296,1.071694877475458,1.0920491031655513
2016-03-31,1.06726601308583,1.0572290542155707,1.0188542462341803,1.0188542462341803,1.0667781823540061,1.0922210199324
2016-04-01,1.0745361367664843,1.0579608359673818,1.0200037666296282,1.0200037666296282,1.0691828808698198,1.093954923562277
2016-04-04,1.0710569988767866,1.0525804707694637,1.0168430631381569,1.0168430631381569,1.0659163597506054,1.0906127199737032
2016-04-05,1.0603596340336308,1.045623139967814,1.0215709670020523,1.0215709670020523,1.0519530336632503,1.0763258756967533
2016-04-06,1.0719396172695852,1.0536340879597068,1.0207328462372742,1.0207328462372742,1.0672517464621256,1.091979046440452
2016-04-07,1.0591131775047606,1.0464349151911434,1.025720833636974,1.025720833636974,1.0526951343628526,1.0770851702277775
2016-04-08,1.061969367652873,1.0516052044744677,1.0239622265261545,1.0239622265261545,1.0600979940786481,1.0846595478010015
2016-04-11,1.0594767351179823,1.0540842647224038,1.0273325187256177,1.0273325187256177,1.0581596787441456,1.0826763233765042
2016-04-12,1.0693434718031523,1.061909093719464,1.0282151988114883,1.0282151988114883,1.0696449391136325,1.0944276872959988
2016-04-13,1.0801447236083168,1.0726701304392678,1.0292270246838149,1.0292270246838149,1.0834640907123556,1.1085670166861008
2016-04-14,1.0801969943659793,1.069378193793994,1.022803732140493,1.022803732140493,1.0846922874468952,1.109823669676803
2016-04-15,1.0790021540414554,1.0703513169620433,1.027704628567103,1.027704628567103,1.0825752335524985,1.1076575654745566
2016-04-18,1.0865842191309851,1.0745218035356707,1.028108329300226,1.028108329300226,1.0901301101821792,1.1153874820620924
2016-04-19,1.0900115538011035,1.0811143940831915,1.0334748521337642,1.0334748521337642,1.0953583492121755,1.1207368548688958
2016-04-20,1.0910501428983397,1.078560363617621,1.0282562827353554,1.0282562827353554,1.0963086131759376,1.1217091356268853
2016-04-21,1.0851821659281435,1.0741756299092822,1.025670664783103,1.025670664783103,1.0921788555426808,1.1174836950807883
2016-04-22,1.0851821659281435,1.0701711490830834,1.0204136033526683,1.0204136033526683,1.0868677615329758,1.1120495476160512
2016-04-25,1.0833126681500715,1.06688817070268,1.0194041709993025,1.0194041709993025,1.084418146537199,1.1095431771593132
2016-04-26,1.0849224952769303,1.0699643410059083,1.0197182609195836,1.0197182609195836,1.084478620036097,1.1096050517768816
2016-04-27,1.0871554571606077,1.072578694695811,1.024783913303223,1.024783913303223,1.082566047851688,1.1076481669490024
2016-04-28,1.077288439952588,1.0674493346143075,1.0295487218903836,1.0295487218903836,1.0700171585009122,1.0948085306845763
2016-04-29,1.0714726402324375,1.0664972518153013,1.0352510048821277,1.0352510048821277,1.0646925777754548,1.0893605840285467
2016-06-01,1.073668251685277,1.0680947925796576,1.037001437093426,1.037001437093426,1.064486507556744,1.090476265885113
2016-06-02,1.0769363843942874,1.0720391996166854,1.0397399684075714,1.0397399684075714,1.0691119249914276,1.0933560144511605
